a,b,c
1.514799497049946098e+00,-5.868296087147722995e-01,2.287889415858008202e-01
1.431953253706413687e+00,-3.315515193782402337e-01,1.377513944605443796e-01
1.386960391890185385e+00,-2.619186750428249000e-01,2.246859377762119581e-01
1.103475652161154841e+00,-1.579748034126950751e+00,1.384233107093692516e-01
9.821208371484769772e-01,-7.229883278240993860e-01,2.412536041583787649e-01
1.080204284072371124e+00,1.763040225279657758e+00,2.118275140894667619e-01
1.037049534491161662e+00,-8.132397458145381730e-01,2.586504958747826710e-01
1.455338106866639780e+00,-1.418296780015839476e+00,1.850114036402378537e-01
6.787888446952339283e-01,-3.022260006145544020e-01,1.484621584060403510e-01
8.522774268349830873e-01,-7.312100123894997861e-01,1.765395359456628788e-01
1.339828792143451075e+00,-4.331747982304287592e-01,2.295945003650298466e-01
1.012980720960581005e+00,-1.270163259119322152e+00,2.411082711764426789e-01
1.381190682816597404e+00,-1.156844153209185128e-01,2.433118895993499897e-01
9.849121266571841948e-01,1.362919214149726388e+00,2.808413578518235698e-01
8.537087126032882889e-01,-1.390264253939321737e-01,1.401361287727891647e-01
1.188471695017271790e+00,2.325000404357092099e-01,2.496538610229692701e-01
1.171518502556904151e+00,4.689901656903403548e-01,2.747231774458778752e-01
8.312144144191724315e-01,1.337655297357523088e+00,2.376252637259529399e-01
1.094212876574233162e+00,-2.229499582918226946e-02,1.180087188935374370e-01
1.625418566889481164e+00,6.725012697883373525e-01,1.067812239698003318e-01
9.754162697536620241e-01,7.604404515876839188e-01,2.950528689124064519e-01
1.149932078481497699e+00,-7.662117243118128362e-01,2.054293732230500213e-01
1.194300708379812281e+00,5.990554425963195984e-01,2.755585844989820177e-01
9.996261753256341365e-01,-7.567312060839852528e-01,2.610319308415131601e-01
1.357122674481412439e+00,6.475196606352890960e-01,1.567128833606090121e-01
1.542811692958233616e+00,5.382292473072732841e-01,1.229345698659161101e-01
6.517861760652350345e-01,-1.380056528170881869e+00,2.212791279230701680e-01
1.145728697201271462e+00,9.160787072196658887e-01,1.252750442065240499e-01
1.278093927816716935e+00,-6.552895851314158859e-01,1.153247772670568660e-01
8.746084617440437192e-01,8.860645004337392994e-01,2.657645616399602617e-01
1.442143767520350561e+00,-6.911006032035579283e-01,2.923733943753715203e-01
1.529704894640302237e+00,-5.746060747160265381e-01,2.373982726421119960e-01
1.174856808721707946e+00,-2.334154571275794510e+00,1.415459096589649635e-01
1.601254212016448131e+00,-3.866413982166918006e-01,2.388085911441229503e-01
1.421114230175434257e+00,-7.872116668066794221e-01,1.840866795323211902e-01
1.296363258114638928e+00,-2.859554635154105684e-01,1.793878392207849393e-01
8.374868399845857292e-01,1.062728259593423097e+00,2.751887925580058236e-01
1.340779856277400039e+00,-4.687194022087672884e-01,2.018757367265909264e-01
1.682040736734856656e+00,-1.676741746593551241e+00,1.158683193534528338e-01
1.347437146758898585e+00,1.464074357229241605e-02,2.825082833490351053e-01
1.496283760708353450e+00,-1.032216645205766392e+00,1.176843890137633242e-01
1.026213277226815102e+00,-3.865989013539958274e-01,1.290062688071244856e-01
1.073915132589703170e+00,4.949526765911937964e-01,2.419616706338305334e-01
1.408715532127348347e+00,-1.661877249204735785e+00,1.559455471071363730e-01
1.325108404292902886e+00,-1.217777034572079753e+00,2.266815521578625647e-01
1.302000764279106715e+00,-1.537770450120344190e+00,1.182456235126495420e-01
1.106945340245450327e+00,2.190316284267312119e-01,2.680222150701784822e-01
1.141314159065896172e+00,3.386898180987848450e-01,1.237476730026909610e-01
7.222555609754165440e-01,-2.306303869233007342e-01,1.086484965716662254e-01
1.028746343157650234e+00,1.444949157521888461e+00,1.660783019568589647e-01
1.176584362790964677e+00,3.427765889640498748e-02,1.161674488152001916e-01
1.209464400711198095e+00,-7.124129022466344496e-01,1.445045574392494203e-01
1.269413959984697637e+00,-1.053130068366809446e+00,1.755328370609975652e-01
1.311665383153770126e+00,1.433870362877031512e+00,1.977938492778933688e-01
1.417071388736411697e+00,4.226317349593811667e-01,2.054019920908702335e-01
1.308647730969466405e+00,-7.812697857239638832e-01,2.584269291944764069e-01
1.357691879488251319e+00,-2.632415154126673151e+00,1.951556678368723818e-01
1.431656251044332251e+00,1.224006047561297716e+00,2.148881645667593820e-01
1.094688944137841569e+00,3.916912275925359399e-01,2.107896463945602705e-01
1.153613979951283675e+00,-5.989659962922171399e-01,2.006753951019460136e-01
1.078928759998629028e+00,2.159957906868354094e+00,2.043154979551772832e-01
1.349401398205510416e+00,2.969033918620428980e-01,2.737579994830999230e-01
9.750847470866337297e-01,1.158263331286448483e-01,2.847911478697815468e-01
1.586833061210980667e+00,-8.632563155663315613e-02,1.366507366643688326e-01
1.127100883394175357e+00,-2.267776694508565338e+00,2.621206720493299280e-01
1.141033204354297448e+00,-4.995555336916870925e-01,2.172411759977161683e-01
1.316970147020996684e+00,-1.853355483298412709e+00,1.793147675826934073e-01
1.339561455973614201e+00,2.292513690048254560e+00,1.728634397807484735e-01
1.373730360315196686e+00,-3.688506975036928148e-01,2.823208541798415405e-01
1.387412252853690298e+00,1.251623280594959198e+00,1.878560477622561176e-01
1.164855090016564398e+00,-7.010245868772994882e-02,1.768290676165640007e-01
1.102118883214024514e+00,-1.031762046351279327e+00,2.158639830857320974e-01
1.328058978539156998e+00,1.513993004201180659e+00,2.015880205385646162e-01
1.143865928423779543e+00,2.398751147591891286e-01,1.805917632316092480e-01
1.366155807594052973e+00,1.197690323001280976e+00,1.599742104016322053e-01
1.394048577481664219e+00,-9.014997710066848802e-01,2.533414983215996896e-01
7.820511781578468602e-01,-2.367988302751445617e-01,1.203143749560758452e-01
8.256695803118266896e-01,3.538859315012092277e-01,2.444783170085046697e-01
7.908531868897792361e-01,-7.362617301444525086e-01,2.971838543559004453e-01
1.210755919936465697e+00,3.368082048292612152e-01,2.812384522446924606e-01
1.139087785020697297e+00,-1.582620784076049336e+00,2.302394264867380358e-01
1.095963509452967610e+00,-6.426330153314332438e-01,1.092265390415297771e-01
1.010160212435891047e+00,2.678376955358489631e-01,1.854903177246238488e-01
7.876128401157667103e-01,6.557453124122603061e-01,2.601205692519965029e-01
1.504528567171726561e+00,-1.928188216896420948e-01,2.747745003748552906e-01
1.209637034410892209e+00,1.306253620384222103e+00,2.222926492029037027e-01
1.148104274963372307e+00,-7.008474482093622893e-01,2.992562540805504545e-01
1.118872450582291567e+00,-1.953842038554756966e-01,2.446420007011507469e-01
1.603390748147908829e+00,-4.258787740899326879e-01,2.422075138781737969e-01
1.384935356005474683e+00,-1.138301815899027403e-01,2.809752927712533821e-01
9.310688345821080958e-01,1.678987233232206222e+00,2.955568552320563813e-01
1.264729284019189715e+00,-1.759672742950917912e-01,2.659504674453027628e-01
1.252956640995906090e+00,-1.087627274524853194e+00,1.106100958233125486e-01
1.432576228893941872e+00,-2.322164513786701967e+00,2.362968623154845238e-01
1.628370262479599040e+00,-9.626612561601020079e-01,2.392281296574826910e-01
1.945419169084341871e+00,-1.122862597551306019e+00,1.750550978706289229e-01
1.388018229763498201e+00,-1.279488614602546925e-01,2.958084672172316965e-01
1.550294239503132721e+00,1.442673105568406999e+00,2.570903174741885899e-01
1.148306647469329089e+00,-1.255272641032241898e+00,1.325564913054911587e-01
1.675493343593646767e+00,1.063086488878751817e-01,2.737034908538493183e-01
9.866839747406526140e-01,7.228358682519901990e-01,2.307906876497423654e-01
1.391574134355021641e+00,-5.221894385261652838e-01,2.060225987725699259e-01
9.294067849302871664e-01,3.010011904960233631e-01,2.326879092131825533e-01
5.946042739728946147e-01,6.619881743998545787e-01,1.445350119350245488e-01
1.577537199665116630e+00,-1.273313808243115908e+00,1.250388241705311931e-01
1.619873185597687559e+00,4.869780609236744051e-01,1.859841967755883618e-01
8.461626509799948792e-01,-3.832891880983080868e-01,2.507401987388768183e-01
1.050967320487638190e+00,5.303719343691228882e-01,2.857962234595301521e-01
1.312838929511458197e+00,-3.461383081136040762e-01,2.780992156300758356e-01
1.329979029781581890e+00,1.173898956830227158e-02,2.727261079340637107e-01
1.073169154832325001e+00,2.662364265168928323e-01,2.563760237787373608e-01
1.519721212443315927e+00,4.253876413243485310e-01,2.655684441277181285e-01
1.297031128722002880e+00,9.157749380765907166e-01,1.683634391974493383e-01
1.075982777622187969e+00,-4.592165374774002107e-01,1.354709550561822018e-01
1.298512375965629850e+00,-4.127626706756793440e-01,1.961130478098057073e-01
1.014404584501203521e+00,-1.804945455184047809e+00,2.463497175576901121e-01
1.010138975165737474e+00,-2.897404067900795965e+00,1.533017512386480041e-01
