a,b,c
1.514799497049946098e+00,-5.868296087147722995e-01,0.000000000000000000e+00
1.431953253706413687e+00,-3.315515193782402337e-01,0.000000000000000000e+00
1.386960391890185385e+00,-2.619186750428249000e-01,0.000000000000000000e+00
1.103475652161154841e+00,-1.579748034126950751e+00,0.000000000000000000e+00
9.821208371484769772e-01,-7.229883278240993860e-01,0.000000000000000000e+00
1.080204284072371124e+00,1.763040225279657758e+00,0.000000000000000000e+00
1.037049534491161662e+00,-8.132397458145381730e-01,0.000000000000000000e+00
1.455338106866639780e+00,-1.418296780015839476e+00,0.000000000000000000e+00
6.787888446952339283e-01,-3.022260006145544020e-01,0.000000000000000000e+00
8.522774268349830873e-01,-7.312100123894997861e-01,0.000000000000000000e+00
1.339828792143451075e+00,-4.331747982304287592e-01,0.000000000000000000e+00
1.012980720960581005e+00,-1.270163259119322152e+00,0.000000000000000000e+00
1.381190682816597404e+00,-1.156844153209185128e-01,0.000000000000000000e+00
9.849121266571841948e-01,1.362919214149726388e+00,0.000000000000000000e+00
8.537087126032882889e-01,-1.390264253939321737e-01,0.000000000000000000e+00
1.188471695017271790e+00,2.325000404357092099e-01,0.000000000000000000e+00
1.171518502556904151e+00,4.689901656903403548e-01,0.000000000000000000e+00
8.312144144191724315e-01,1.337655297357523088e+00,0.000000000000000000e+00
1.094212876574233162e+00,-2.229499582918226946e-02,0.000000000000000000e+00
1.625418566889481164e+00,6.725012697883373525e-01,0.000000000000000000e+00
9.754162697536620241e-01,7.604404515876839188e-01,0.000000000000000000e+00
1.149932078481497699e+00,-7.662117243118128362e-01,0.000000000000000000e+00
1.194300708379812281e+00,5.990554425963195984e-01,0.000000000000000000e+00
9.996261753256341365e-01,-7.567312060839852528e-01,0.000000000000000000e+00
1.357122674481412439e+00,6.475196606352890960e-01,0.000000000000000000e+00
1.542811692958233616e+00,5.382292473072732841e-01,0.000000000000000000e+00
6.517861760652350345e-01,-1.380056528170881869e+00,0.000000000000000000e+00
1.145728697201271462e+00,9.160787072196658887e-01,0.000000000000000000e+00
1.278093927816716935e+00,-6.552895851314158859e-01,0.000000000000000000e+00
8.746084617440437192e-01,8.860645004337392994e-01,0.000000000000000000e+00
1.442143767520350561e+00,-6.911006032035579283e-01,0.000000000000000000e+00
1.529704894640302237e+00,-5.746060747160265381e-01,0.000000000000000000e+00
1.174856808721707946e+00,-2.334154571275794510e+00,0.000000000000000000e+00
1.601254212016448131e+00,-3.866413982166918006e-01,0.000000000000000000e+00
1.421114230175434257e+00,-7.872116668066794221e-01,0.000000000000000000e+00
1.296363258114638928e+00,-2.859554635154105684e-01,0.000000000000000000e+00
8.374868399845857292e-01,1.062728259593423097e+00,0.000000000000000000e+00
1.340779856277400039e+00,-4.687194022087672884e-01,0.000000000000000000e+00
1.682040736734856656e+00,-1.676741746593551241e+00,0.000000000000000000e+00
1.347437146758898585e+00,1.464074357229241605e-02,0.000000000000000000e+00
1.496283760708353450e+00,-1.032216645205766392e+00,0.000000000000000000e+00
1.026213277226815102e+00,-3.865989013539958274e-01,0.000000000000000000e+00
1.073915132589703170e+00,4.949526765911937964e-01,0.000000000000000000e+00
1.408715532127348347e+00,-1.661877249204735785e+00,0.000000000000000000e+00
1.325108404292902886e+00,-1.217777034572079753e+00,0.000000000000000000e+00
1.302000764279106715e+00,-1.537770450120344190e+00,0.000000000000000000e+00
1.106945340245450327e+00,2.190316284267312119e-01,0.000000000000000000e+00
1.141314159065896172e+00,3.386898180987848450e-01,0.000000000000000000e+00
7.222555609754165440e-01,-2.306303869233007342e-01,0.000000000000000000e+00
1.028746343157650234e+00,1.444949157521888461e+00,0.000000000000000000e+00
1.176584362790964677e+00,3.427765889640498748e-02,0.000000000000000000e+00
1.209464400711198095e+00,-7.124129022466344496e-01,0.000000000000000000e+00
1.269413959984697637e+00,-1.053130068366809446e+00,0.000000000000000000e+00
1.311665383153770126e+00,1.433870362877031512e+00,0.000000000000000000e+00
1.417071388736411697e+00,4.226317349593811667e-01,0.000000000000000000e+00
1.308647730969466405e+00,-7.812697857239638832e-01,0.000000000000000000e+00
1.357691879488251319e+00,-2.632415154126673151e+00,0.000000000000000000e+00
1.431656251044332251e+00,1.224006047561297716e+00,0.000000000000000000e+00
1.094688944137841569e+00,3.916912275925359399e-01,0.000000000000000000e+00
1.153613979951283675e+00,-5.989659962922171399e-01,0.000000000000000000e+00
1.078928759998629028e+00,2.159957906868354094e+00,0.000000000000000000e+00
1.349401398205510416e+00,2.969033918620428980e-01,0.000000000000000000e+00
9.750847470866337297e-01,1.158263331286448483e-01,0.000000000000000000e+00
1.586833061210980667e+00,-8.632563155663315613e-02,0.000000000000000000e+00
1.127100883394175357e+00,-2.267776694508565338e+00,0.000000000000000000e+00
1.141033204354297448e+00,-4.995555336916870925e-01,0.000000000000000000e+00
1.316970147020996684e+00,-1.853355483298412709e+00,0.000000000000000000e+00
1.339561455973614201e+00,2.292513690048254560e+00,0.000000000000000000e+00
1.373730360315196686e+00,-3.688506975036928148e-01,0.000000000000000000e+00
1.387412252853690298e+00,1.251623280594959198e+00,0.000000000000000000e+00
1.164855090016564398e+00,-7.010245868772994882e-02,0.000000000000000000e+00
1.102118883214024514e+00,-1.031762046351279327e+00,0.000000000000000000e+00
1.328058978539156998e+00,1.513993004201180659e+00,0.000000000000000000e+00
1.143865928423779543e+00,2.398751147591891286e-01,0.000000000000000000e+00
1.366155807594052973e+00,1.197690323001280976e+00,0.000000000000000000e+00
1.394048577481664219e+00,-9.014997710066848802e-01,0.000000000000000000e+00
7.820511781578468602e-01,-2.367988302751445617e-01,0.000000000000000000e+00
8.256695803118266896e-01,3.538859315012092277e-01,0.000000000000000000e+00
7.908531868897792361e-01,-7.362617301444525086e-01,0.000000000000000000e+00
1.210755919936465697e+00,3.368082048292612152e-01,0.000000000000000000e+00
1.139087785020697297e+00,-1.582620784076049336e+00,0.000000000000000000e+00
1.095963509452967610e+00,-6.426330153314332438e-01,0.000000000000000000e+00
1.010160212435891047e+00,2.678376955358489631e-01,0.000000000000000000e+00
7.876128401157667103e-01,6.557453124122603061e-01,0.000000000000000000e+00
1.504528567171726561e+00,-1.928188216896420948e-01,0.000000000000000000e+00
1.209637034410892209e+00,1.306253620384222103e+00,0.000000000000000000e+00
1.148104274963372307e+00,-7.008474482093622893e-01,0.000000000000000000e+00
1.118872450582291567e+00,-1.953842038554756966e-01,0.000000000000000000e+00
1.603390748147908829e+00,-4.258787740899326879e-01,0.000000000000000000e+00
1.384935356005474683e+00,-1.138301815899027403e-01,0.000000000000000000e+00
9.310688345821080958e-01,1.678987233232206222e+00,0.000000000000000000e+00
1.264729284019189715e+00,-1.759672742950917912e-01,0.000000000000000000e+00
1.252956640995906090e+00,-1.087627274524853194e+00,0.000000000000000000e+00
1.432576228893941872e+00,-2.322164513786701967e+00,0.000000000000000000e+00
1.628370262479599040e+00,-9.626612561601020079e-01,0.000000000000000000e+00
1.945419169084341871e+00,-1.122862597551306019e+00,0.000000000000000000e+00
1.388018229763498201e+00,-1.279488614602546925e-01,0.000000000000000000e+00
1.550294239503132721e+00,1.442673105568406999e+00,0.000000000000000000e+00
1.148306647469329089e+00,-1.255272641032241898e+00,0.000000000000000000e+00
1.675493343593646767e+00,1.063086488878751817e-01,0.000000000000000000e+00
9.866839747406526140e-01,7.228358682519901990e-01,0.000000000000000000e+00
1.391574134355021641e+00,-5.221894385261652838e-01,0.000000000000000000e+00
9.294067849302871664e-01,3.010011904960233631e-01,0.000000000000000000e+00
5.946042739728946147e-01,6.619881743998545787e-01,0.000000000000000000e+00
1.577537199665116630e+00,-1.273313808243115908e+00,0.000000000000000000e+00
1.619873185597687559e+00,4.869780609236744051e-01,0.000000000000000000e+00
8.461626509799948792e-01,-3.832891880983080868e-01,0.000000000000000000e+00
1.050967320487638190e+00,5.303719343691228882e-01,0.000000000000000000e+00
1.312838929511458197e+00,-3.461383081136040762e-01,0.000000000000000000e+00
1.329979029781581890e+00,1.173898956830227158e-02,0.000000000000000000e+00
1.073169154832325001e+00,2.662364265168928323e-01,0.000000000000000000e+00
1.519721212443315927e+00,4.253876413243485310e-01,0.000000000000000000e+00
1.297031128722002880e+00,9.157749380765907166e-01,0.000000000000000000e+00
1.075982777622187969e+00,-4.592165374774002107e-01,0.000000000000000000e+00
1.298512375965629850e+00,-4.127626706756793440e-01,0.000000000000000000e+00
1.014404584501203521e+00,-1.804945455184047809e+00,0.000000000000000000e+00
1.010138975165737474e+00,-2.897404067900795965e+00,0.000000000000000000e+00
